query_id,query_text,city,user_lat,user_lon,timestamp,query_type,source,raw_query_id,extra_context
mobilitybench_q_ff4d5c77ee96f24815,你给我找一下附近的充电桩,晋中市,37.697891,112.701158,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:178,"{""context"":{""city"":""晋中市"",""user_current_location"":""112.70115762948991,37.6978913650651""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '112.70115762948991,37.6978913650651', 'keywords': '充电桩'}}]""}"
mobilitybench_q_918d98ae79cedc61e1,阿克苏火车站附近快递驿站,阿克苏地区,42.259672,80.704626,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:180,"{""context"":{""city"":""阿克苏地区"",""user_current_location"":""80.7046262919903,42.25967249971134""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '阿克苏火车站', 'city': '阿克苏地区'}}, {'name': 'search_around_poi', 'arguments': {'location': '80.306080,41.144762', 'keywords': '快递驿站'}}]""}"
mobilitybench_q_47107aee68729583e2,长春动植物公园附近的工商银行,长春市,43.874746,125.291630,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:188,"{""context"":{""city"":""长春市"",""user_current_location"":""125.291630,43.874746""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '长春动植物公园', 'city': '长春市'}}, {'name': 'search_around_poi', 'arguments': {'location': '125.335289,43.868108', 'keywords': '工商银行'}}]""}"
mobilitybench_q_a930a756a4e412105d,丰顺中学附近哪里有眼镜店？,梅州市,23.742595,116.181819,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:195,"{""context"":{""city"":""梅州市"",""user_current_location"":""116.18181869387628,23.742594582971858""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '丰顺中学', 'city': '梅州市'}}, {'name': 'search_around_poi', 'arguments': {'location': '116.180553,23.742402', 'keywords': '眼镜店'}}]""}"
mobilitybench_q_9ced4280c3781a24cb,帮我找一下附近的电子公司,赣州市,25.416601,114.916792,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:205,"{""context"":{""city"":""赣州市"",""user_current_location"":""114.9167923629284,25.416601097384287""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '114.9167923629284,25.416601097384287', 'keywords': '电子公司'}}]""}"
mobilitybench_q_2a78ea24bf9d954e71,搜索最近的汽车充电站。,烟台市,37.505153,121.253365,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:208,"{""context"":{""city"":""烟台市"",""user_current_location"":""121.25336498022081,37.505153356653665""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '121.25336498022081,37.505153356653665', 'keywords': '汽车充电站'}}]""}"
mobilitybench_q_563eec659a1b47166c,扬州大桥附近的二手车市场,扬州市,32.447925,119.391747,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:221,"{""context"":{""city"":""扬州市"",""user_current_location"":""119.39174696803094,32.44792484661404""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '扬州大桥', 'city': '扬州市'}}, {'name': 'search_around_poi', 'arguments': {'location': '119.485847,32.387503', 'keywords': '二手车市场'}}]""}"
mobilitybench_q_ed9e0d49e1f8a9e1af,找一下附近有没有招商银行,深圳市,22.578101,114.132989,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:225,"{""context"":{""city"":""深圳市"",""user_current_location"":""114.13298919796944,22.5781006117665""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '114.13298919796944,22.5781006117665', 'keywords': '招商银行'}}]""}"
mobilitybench_q_95b5ad381b6caac689,清华大学里面附近的超市。,北京市,40.000328,116.328113,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:229,"{""context"":{""city"":""北京市"",""user_current_location"":""116.32811307907104,40.00032755843496""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '清华大学里面', 'city': '北京市'}}, {'name': 'search_around_poi', 'arguments': {'location': '116.326936,40.003213', 'keywords': '超市'}}]""}"
mobilitybench_q_6f1133cec4bd18efdb,帮我查一下附近的停车场。,深圳市,22.676325,113.952017,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:256,"{""context"":{""city"":""深圳市"",""user_current_location"":""113.95201653242111,22.676324855029858""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '113.95201653242111,22.676324855029858', 'keywords': '停车场'}}]""}"
mobilitybench_q_97bf14abaccafae900,附近的特来特来电充电站,太原市,37.767212,112.485472,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:281,"{""context"":{""city"":""太原市"",""user_current_location"":""112.48547181487083,37.7672120836868""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '112.48547181487083,37.7672120836868', 'keywords': '特来特来电充电站'}}]""}"
mobilitybench_q_fecbe4c31fa42dc01d,这里贵和家园最近的最近的这个中国工商银行,周口市,33.655233,114.732997,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:290,"{""context"":{""city"":""周口市"",""user_current_location"":""114.7329966723919,33.65523272141357""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '贵和家园', 'city': '周口市'}}, {'name': 'search_around_poi', 'arguments': {'location': '114.731660,33.654567', 'keywords': '中国工商银行'}}]""}"
mobilitybench_q_56c1f3e51f04d1fdb7,那八一市场离我最近的呃八一市场附近的门钉食府,呼和浩特市,40.852678,111.715231,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:304,"{""context"":{""city"":""呼和浩特市"",""user_current_location"":""111.715231,40.852678""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '八一市场', 'city': '呼和浩特市'}}, {'name': 'search_around_poi', 'arguments': {'location': '111.667950,40.844713', 'keywords': '门钉食府'}}]""}"
mobilitybench_q_cc47613f4fc91b1d3e,附近的电信营业所在哪里,上海市,31.173743,121.697485,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:315,"{""context"":{""city"":""上海市"",""user_current_location"":""121.69748514890674,31.173743397141436""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '121.69748514890674,31.173743397141436', 'keywords': '电信营业所'}}]""}"
mobilitybench_q_fe48ae7e936feebffb,南充高坪区香树湾小区附近附近的网咖,南充市,30.787795,106.115296,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:331,"{""context"":{""city"":""南充市"",""user_current_location"":""106.11529648303987,30.787794794138804""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '南充高坪区香树湾小区', 'city': '南充市'}}, {'name': 'search_around_poi', 'arguments': {'location': '106.132755,30.773717', 'keywords': '网咖'}}]""}"
mobilitybench_q_821665a37b30d537a5,打开高德地图搜索附近检车站,呼和浩特市,40.368175,111.415666,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:333,"{""context"":{""city"":""呼和浩特市"",""user_current_location"":""111.41566604375842,40.36817469437945""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '111.41566604375842,40.36817469437945', 'keywords': '检车站'}}]""}"
mobilitybench_q_f462311a1ac653865f,坎北这边有江苏苏银行分行吗,盐城市,34.023438,119.854609,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:346,"{""context"":{""city"":""盐城市"",""user_current_location"":""119.85460907220842,34.02343816972544""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '119.85460907220842,34.02343816972544', 'keywords': '江苏苏银行分行'}}]""}"
mobilitybench_q_a02fd4f8ebc9ec754b,金华金东区金凤路附近东门工业园区,金华市,29.286002,119.989839,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:354,"{""context"":{""city"":""金华市"",""user_current_location"":""119.989839,29.286002""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '金华金东区金凤路', 'city': '金华市'}}, {'name': 'search_around_poi', 'arguments': {'location': '119.676002,29.067477', 'keywords': '东门工业园区'}}]""}"
mobilitybench_q_a86e172ea4bb597296,抚州市南丰县附近的小学,抚州市,27.218995,116.522271,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:358,"{""context"":{""city"":""抚州市"",""user_current_location"":""116.52227148413661,27.21899451928852""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '抚州市南丰县', 'city': '抚州市'}}, {'name': 'search_around_poi', 'arguments': {'location': '116.525898,27.218450', 'keywords': '小学'}}]""}"
mobilitybench_q_74e1c85b87a8e609e0,南京站附近的13路车站在哪里？,南京市,32.088659,118.797630,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:360,"{""context"":{""city"":""南京市"",""user_current_location"":""118.797630,32.088659""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '南京站', 'city': '南京市'}}, {'name': 'search_around_poi', 'arguments': {'location': '118.797510,32.087125', 'keywords': '13路车站'}}]""}"
mobilitybench_q_cd89f8e0d041c41119,搜索九州路与泰山路附近的厕所,鹤壁市,35.761415,114.322373,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:365,"{""context"":{""city"":""鹤壁市"",""user_current_location"":""114.32237327098846,35.7614150544349""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '九州路与泰山路', 'city': '鹤壁市'}}, {'name': 'search_around_poi', 'arguments': {'location': '114.313638,35.746497', 'keywords': '厕所'}}]""}"
mobilitybench_q_50b88766cf0950b552,附近吃饭的地点在哪个地方,郑州市,34.792270,113.547872,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:390,"{""context"":{""city"":""郑州市"",""user_current_location"":""113.54787200689319,34.79227032865519""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '113.54787200689319,34.79227032865519', 'keywords': '吃饭'}}]""}"
mobilitybench_q_10335b82c771d84342,那个附近中国电信营业厅,沈阳市,41.840338,123.496535,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:393,"{""context"":{""city"":""沈阳市"",""user_current_location"":""123.49653527140619,41.840337906478474""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '123.49653527140619,41.840337906478474', 'keywords': '中国电信营业厅'}}]""}"
mobilitybench_q_a1d08613864028e2b2,这附近找一家汽车修理厂。,广安市,30.495707,106.895296,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:412,"{""context"":{""city"":""广安市"",""user_current_location"":""106.8952962756157,30.495706979271773""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '106.8952962756157,30.495706979271773', 'keywords': '汽车修理厂'}}]""}"
mobilitybench_q_275ad0953dbd96cf50,搜一下附近的小米专卖店,邢台市,36.865566,115.496245,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:421,"{""context"":{""city"":""邢台市"",""user_current_location"":""115.4962447285652,36.865566325846835""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '115.4962447285652,36.865566325846835', 'keywords': '小米专卖店'}}]""}"
mobilitybench_q_166f839b18e4d11eea,帮我找一下乐堤港附近的银行,天津市,39.103096,117.240079,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:424,"{""context"":{""city"":""天津市"",""user_current_location"":""117.24007889628412,39.10309634836354""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '乐堤港', 'city': '天津市'}}, {'name': 'search_around_poi', 'arguments': {'location': '117.254938,39.121336', 'keywords': '银行'}}]""}"
mobilitybench_q_fe0653eccf5eb627e0,小爱帮我找一下附近的慢充充电桩,红河哈尼族彝族自治州,23.349938,103.374271,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:427,"{""context"":{""city"":""红河哈尼族彝族自治州"",""user_current_location"":""103.3742706477642,23.349937949508906""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '103.3742706477642,23.349937949508906', 'keywords': '慢充充电桩'}}]""}"
mobilitybench_q_095a3c0382951977b2,你直接说离我最近的工商银行,阜新市,42.008424,121.658277,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:440,"{""context"":{""city"":""阜新市"",""user_current_location"":""121.65827661752702,42.00842424306697""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '121.65827661752702,42.00842424306697', 'keywords': '工商银行'}}]""}"
mobilitybench_q_b0334fa012f7b42702,附近哪里有清真牛肉拉面馆,吉安市,27.016645,114.935516,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:445,"{""context"":{""city"":""吉安市"",""user_current_location"":""114.93551552295685,27.016644714745837""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '114.93551552295685,27.016644714745837', 'keywords': '清真牛肉拉面馆'}}]""}"
mobilitybench_q_375e518f748a674caf,帮我搜索一下怒江北街附近的驾校,沈阳市,41.847935,123.394741,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:456,"{""context"":{""city"":""沈阳市"",""user_current_location"":""123.39474141597748,41.847934852545684""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '怒江北街', 'city': '沈阳市'}}, {'name': 'search_around_poi', 'arguments': {'location': '123.391197,41.894458', 'keywords': '驾校'}}]""}"
mobilitybench_q_398bf08a3c8eb4211b,找一个南正街附近的停车场,红河哈尼族彝族自治州,23.708518,103.272838,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:457,"{""context"":{""city"":""红河哈尼族彝族自治州"",""user_current_location"":""103.27283754944801,23.70851814183767""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '南正街', 'city': '红河哈尼族彝族自治州'}}, {'name': 'search_around_poi', 'arguments': {'location': '103.246694,23.704039', 'keywords': '停车场'}}]""}"
mobilitybench_q_e07775adac4d220117,啥白求恩白求恩医院附近,石家庄市,38.042168,114.506435,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:461,"{""context"":{""city"":""石家庄市"",""user_current_location"":""114.50643450021745,38.04216815526366""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '114.50643450021745,38.04216815526366', 'keywords': '白求恩医院'}}]""}"
mobilitybench_q_3162353b3a981a9761,蓝天小学附近适合时代个人聚会的地方,邢台市,,,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:464,"{""context"":""{'user_current_location': nan, 'city': '邢台市'}"",""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'query_poi', 'arguments': {'keywords': '蓝天小学', 'city': '邢台市'}}, {'name': 'search_around_poi', 'arguments': {'location': '114.485811,37.096188', 'keywords': '适合时代个人'}}]""}"
mobilitybench_q_c5701423c2be772ef8,帮我找一下附近的汽车装潢店,宁波市,29.832939,121.559587,,nearby_search,mobilitybench,all_data_benchmark_50000.csv:480,"{""context"":{""city"":""宁波市"",""user_current_location"":""121.55958741903308,29.832939125892292""},""has_tool_list"":true,""intent_family"":""Basic Information Retrieval"",""task_scenario"":""Nearby Search"",""tool_list"":""[{'name': 'search_around_poi', 'arguments': {'location': '121.55958741903308,29.832939125892292', 'keywords': '汽车装潢店'}}]""}"
